order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit
O01476,09-04-2025,C0115,P0448,S015,In-Store,2,117.04,0.1,210.67,101.16,8.35
O01477,22-06-2025,C0507,P1118,S022,In-Store,1,179.99,0.2,143.99,140.01,3.98
O01478,04-09-2024,C0223,P0916,Online,Online,2,117.56,0.1,211.61,94.77,22.07
O01479,07-11-2025,C0606,P0100,S010,In-Store,1,31.75,0.1,28.58,21.37,7.21
O01480,09-05-2024,C0405,P0602,S052,In-Store,2,235.69,0,471.38,188.78,93.82
O01481,23-01-2025,C0291,P0108,Online,Online,1,29.29,0.05,27.83,26.08,1.75
O01482,11-03-2025,C0104,P0815,S006,In-Store,1,186.83,0.05,177.49,105.96,71.53
O01483,18-08-2024,C0758,P1023,S010,In-Store,2,16.77,0.05,31.86,14.89,2.08
O01484,29-08-2024,C0165,P0188,S057,In-Store,1,302.59,0.05,287.46,172.73,114.73
O01485,09-11-2024,C0198,P0534,S026,In-Store,1,53.64,0.05,50.96,29.75,21.21
O01486,07-05-2024,C0348,P1006,S043,In-Store,1,262.46,0.2,209.97,194.07,15.9
O01487,08-03-2025,C0436,P0474,S034,In-Store,1,140.16,0.05,133.15,80.82,52.33
O01488,21-08-2024,C0527,P0362,S020,In-Store,1,149.41,0.2,119.53,85.59,33.94
O01489,20-11-2024,C0234,P1172,S047,In-Store,2,354.52,0,709.04,179.72,349.6
O01490,20-06-2025,C0719,P0891,S040,In-Store,1,183.58,0.2,146.86,115.51,31.35
O01491,28-04-2025,C0121,P0928,S003,In-Store,2,175.55,0.2,280.88,114.06,52.76
O01492,15-06-2024,C0508,P0483,S033,In-Store,2,292.81,0.05,556.34,190.61,175.12
O01493,02-07-2024,C0015,P0747,S024,In-Store,1,127.24,0.05,120.88,84.49,36.39
O01494,08-08-2025,C0175,P0369,Online,Online,2,314.41,0.1,565.94,197.87,170.2
O01495,27-03-2025,C0163,P0176,S043,In-Store,2,273.81,0.1,492.86,180.29,132.28
O01496,19-08-2025,C0343,P1104,S059,In-Store,1,354.64,0,354.64,188.32,166.32
O01497,17-06-2024,C0414,P1166,Online,Online,2,50.99,0,101.98,40.54,20.9
O01498,03-08-2025,C0788,P0356,Online,Online,1,98.78,0.05,93.84,61.12,32.72
O01499,10-07-2024,C0407,P0935,S002,In-Store,2,367.55,0.1,661.59,190.04,281.51
O01500,28-01-2025,C0638,P1109,Online,Online,1,200.18,0,200.18,121.02,79.16
O01501,31-12-2024,C0129,P0077,S051,In-Store,1,194.08,0,194.08,134.66,59.42
O01502,04-08-2025,C0708,P0470,S034,In-Store,1,224.53,0.2,179.62,131.35,48.27
O01503,12-10-2025,C0612,P0513,S018,In-Store,1,27.18,0.05,25.82,18.81,7.01
O01504,29-05-2025,C0620,P0691,S039,In-Store,1,258.99,0,258.99,156.94,102.05
O01505,25-04-2024,C0290,P0710,S034,In-Store,1,23.5,0.2,18.8,14.07,4.73
O01506,07-05-2024,C0769,P0073,S028,In-Store,1,10.3,0,10.3,5.33,4.97
O01507,13-10-2024,C0183,P0481,S025,In-Store,2,134.56,0.2,215.3,87.49,40.32
O01508,26-12-2024,C0200,P1104,S042,In-Store,1,354.64,0.05,336.91,188.32,148.59
O01509,06-09-2025,C0630,P0925,Online,Online,2,65.74,0,131.48,48.31,34.86
O01510,14-09-2025,C0065,P0944,S034,In-Store,1,64.12,0.2,51.3,41.35,9.95
O01511,28-12-2025,C0153,P1176,S032,In-Store,3,50.72,0.2,121.73,43.16,-7.75
O01512,22-09-2024,C0157,P0265,Online,In-Store,1,145.45,0.05,138.18,85.12,53.06
O01513,02-10-2025,C0767,P0078,S034,In-Store,2,123.08,0.1,221.54,111.85,-2.16
O01514,05-10-2024,C0000,P0816,S043,In-Store,3,235.03,0.05,669.84,146.6,230.04
O01515,06-05-2024,C0712,P0551,S042,In-Store,2,170.18,0.1,306.32,143.77,18.78
O01516,24-12-2024,C0399,P0780,S021,In-Store,1,253.19,0.2,202.55,194.67,7.88
O01517,18-07-2025,C0031,P0255,Online,Online,1,21.15,0.05,20.09,17.85,2.24
O01518,20-04-2024,C0350,P0767,Online,Online,3,316.79,0.05,902.85,169.15,395.4
O01519,11-05-2024,C0402,P0943,S012,In-Store,1,181.12,0.05,172.06,104.17,67.89
O01520,02-09-2025,C0626,P0602,Online,Online,1,235.69,0.05,223.91,188.78,35.13
O01521,02-04-2025,C0136,P1090,S054,In-Store,1,32.87,0.1,29.58,18.73,10.85
O01522,31-08-2025,C0227,P0398,S057,In-Store,3,218.44,0,655.32,149.41,207.09
O01523,03-10-2025,C0168,P0533,Online,Online,2,299.75,0.1,539.55,190.84,157.87
O01524,20-07-2025,C0779,P0691,S059,In-Store,1,258.99,0.2,207.19,156.94,50.25
O01525,10-02-2025,C0351,P0796,Online,Online,1,87.96,0.05,83.56,77.22,6.34
O01526,01-10-2024,C0603,P0453,S014,In-Store,1,104.45,0.1,94.01,63.58,30.43
O01527,29-06-2025,C0179,P0757,Online,Online,1,88.95,0,88.95,48.05,40.9
O01528,26-04-2024,C0400,P0756,S017,In-Store,2,338.92,0.2,542.27,181.6,179.07
O01529,05-09-2025,C0395,P1144,S039,In-Store,1,116.88,0.1,105.19,95.43,9.76
O01530,17-06-2024,C0791,P0588,S014,In-Store,3,165.38,0,496.14,131.59,101.37
O01531,29-04-2025,C0643,P0245,Online,In-Store,2,271.37,0,542.74,152.12,238.5
O01532,11-12-2024,C0115,P0985,S010,In-Store,3,57.24,0,171.72,33.91,69.99
O01533,05-11-2025,C0721,P0683,S017,In-Store,1,27.06,0,27.06,14.77,12.29
O01534,16-02-2025,C0372,P0430,S005,In-Store,1,126.13,0.1,113.52,78.96,34.56
O01535,29-01-2025,C0110,P0669,S012,In-Store,1,95.28,0,95.28,75.05,20.23
O01536,27-02-2025,C0177,P0749,S013,In-Store,1,165.09,0.2,132.07,141.67,-9.6
O01537,08-07-2025,C0537,P0199,Online,Online,2,115.92,0.2,185.47,58.8,67.87
O01538,06-09-2024,C0324,P0093,Online,Online,3,243.56,0.1,657.61,140.32,236.65
O01539,23-02-2025,C0153,P0223,Online,Online,1,69.61,0,69.61,40.18,29.43
O01540,12-05-2025,C0362,P0363,S039,In-Store,1,382.32,0,382.32,193.08,189.24
O01541,16-04-2025,C0536,P0968,S038,In-Store,1,177.96,0.05,169.06,113.75,55.31
O01542,11-08-2024,C0006,P0556,S015,In-Store,1,44.06,0.1,39.65,35.31,4.34
O01543,09-08-2024,C0140,P0677,S058,In-Store,2,244.62,0.2,391.39,158.03,75.33
O01544,16-07-2024,C0332,P1195,S050,In-Store,1,21.82,0.2,17.46,15.31,2.15
O01545,15-01-2025,C0286,P0611,S008,In-Store,1,121.34,0.2,97.07,90.75,6.32
O01546,26-03-2025,C0522,P0690,S057,In-Store,1,140.54,0.1,126.49,86.13,40.36
O01547,03-07-2024,C0347,P1038,S023,In-Store,1,95.34,0.1,85.81,65.07,20.74
O01548,09-11-2024,C0628,P0589,Online,Online,1,138.7,0.05,131.76,78.78,52.98
O01549,02-01-2025,C0629,P0243,S051,In-Store,1,62.91,0.2,50.33,51.07,-0.74
O01550,13-11-2024,C0026,P0278,S000,In-Store,1,267.49,0,267.49,167.82,99.67
O01551,03-03-2025,C0314,P0762,S037,In-Store,1,116.9,0.05,111.06,69.03,42.03
O01552,19-06-2025,C0242,P0268,S052,In-Store,2,128.63,0,257.26,95.03,67.2
O01553,25-01-2025,C0324,P0141,Online,Online,3,30.16,0.1,81.43,16.63,31.54
O01554,25-09-2025,C0034,P1068,Online,Online,2,222.82,0.2,356.51,121.13,114.25
O01555,22-06-2024,C0186,P0205,Online,Online,2,14.31,0.1,25.76,7.9,9.96
O01556,03-09-2024,C0537,P0784,S039,In-Store,1,285.28,0.2,228.22,163.18,65.04
O01557,27-01-2025,C0706,P0454,Online,In-Store,2,57.81,0.2,92.5,39.64,13.22
O01558,18-09-2025,C0299,P0846,Online,Online,1,257.54,0,257.54,178.48,79.06
O01559,29-12-2024,C0527,P0343,S018,In-Store,1,135.09,0.05,128.34,81.63,46.71
O01560,02-11-2024,C0071,P1076,Online,Online,1,67.84,0.05,64.45,57.08,7.37
O01561,27-07-2024,C0108,P0273,Online,Online,3,125.14,0,375.42,85.9,117.72
O01562,05-06-2025,C0621,P0293,S041,In-Store,2,259.84,0,519.68,179.45,160.78
O01563,15-09-2024,C0639,P0189,Online,Online,2,177.09,0,354.18,159.18,35.82
O01564,30-11-2024,C0532,P0501,S031,In-Store,1,310.14,0.05,294.63,170.77,123.86
O01565,08-03-2025,C0566,P0948,S034,In-Store,1,335.29,0.05,318.53,176.34,142.19
O01566,26-11-2025,C0413,P1062,S042,In-Store,2,206.93,0.2,331.09,127.71,75.67
O01567,14-07-2024,C0185,P0716,S020,In-Store,2,380.68,0.1,685.22,192.9,299.42
O01568,06-04-2025,C0371,P1151,S030,In-Store,1,258.14,0.05,245.23,196.34,48.89
O01569,30-11-2025,C0584,P0066,S039,In-Store,1,224.19,0,224.19,172.43,51.76
O01570,25-09-2024,C0794,P0928,Online,In-Store,1,175.55,0.05,166.77,114.06,52.71
O01571,13-05-2024,C0401,P0108,S011,In-Store,2,29.29,0.2,46.86,26.08,-5.3
O01572,06-02-2025,C0660,P0960,Online,Online,1,169.27,0.2,135.42,102.95,32.47
O01573,05-09-2025,C0203,P0907,S046,In-Store,1,221.46,0.05,210.39,177.15,33.24
O01574,27-10-2024,C0671,P1193,S053,In-Store,2,169.77,0,339.54,104.94,129.66
O01575,16-05-2024,C0176,P0317,S036,In-Store,2,171.54,0.05,325.93,89.36,147.21
O01576,04-06-2024,C0175,P0206,S051,In-Store,2,44.72,0.1,80.5,38.98,2.54
O01577,14-05-2024,C0599,P0154,S015,In-Store,2,179.52,0.05,341.09,112.41,116.27
O01578,07-03-2025,C0170,P0665,S044,In-Store,1,9.37,0.05,8.9,8.49,0.41
O01579,07-01-2025,C0553,P0416,S017,In-Store,1,166.68,0.1,150.01,149.54,0.47
O01580,06-01-2025,C0125,P1001,S029,In-Store,1,125.39,0.2,100.31,71.57,28.74
O01581,02-06-2024,C0402,P0593,Online,Online,3,71.58,0,214.74,37.74,101.52
O01582,19-03-2025,C0267,P0519,S017,In-Store,3,89.59,0.2,215.02,53.32,55.06
O01583,21-12-2024,C0742,P0238,Online,Online,2,30.72,0.2,49.15,27.46,-5.77
O01584,26-05-2025,C0596,P0898,Online,Online,2,204.25,0.05,388.08,167.86,52.36
O01585,16-09-2024,C0165,P0113,S042,In-Store,2,238,0.2,380.8,128.94,122.92
O01586,09-08-2025,C0509,P0230,Online,Online,1,73.43,0.1,66.09,47.04,19.05
O01587,19-07-2025,C0571,P1062,Online,Online,1,206.93,0.05,196.58,127.71,68.87
O01588,14-02-2025,C0691,P0201,Online,Online,3,63.7,0.1,171.99,52.5,14.49
O01589,03-12-2024,C0572,P0111,S011,In-Store,1,184.61,0,184.61,108.89,75.72
O01590,21-08-2024,C0271,P1135,S051,In-Store,3,65.37,0.2,156.89,47.87,13.28
O01591,18-01-2025,C0518,P1165,S043,In-Store,1,111.55,0.05,105.97,73.86,32.11
O01592,10-07-2024,C0739,P0762,S022,In-Store,3,116.9,0.05,333.16,69.03,126.07
O01593,22-12-2024,C0547,P0807,S051,In-Store,1,135.25,0,135.25,80.88,54.37
O01594,23-07-2024,C0284,P0618,Online,Online,2,223.33,0.2,357.33,167.65,22.03
O01595,07-10-2024,C0586,P1175,S029,In-Store,1,26.47,0,26.47,23.03,3.44
O01596,31-01-2025,C0166,P0430,S036,In-Store,1,126.13,0,126.13,78.96,47.17
O01597,02-05-2025,C0152,P1182,Online,Online,2,275.08,0.1,495.14,167.92,159.3
O01598,22-09-2024,C0094,P0620,Online,Online,3,263.03,0.1,710.18,158.38,235.04
O01599,15-04-2024,C0752,P1047,Online,Online,1,126.31,0.05,119.99,79.41,40.58
O01600,09-10-2025,C0590,P0851,S005,In-Store,1,70.32,0.05,66.8,37.63,29.17
O01601,26-01-2025,C0511,P0190,S007,In-Store,1,232.24,0.05,220.63,136.2,84.43
O01602,07-08-2024,C0648,P0309,S007,In-Store,1,364.92,0.05,346.67,199.47,147.2
O01603,16-02-2025,C0703,P0942,S048,In-Store,2,193.87,0.05,368.35,173.54,21.27
O01604,05-02-2025,C0620,P0182,Online,Online,2,60.65,0.2,97.04,47.71,1.62
O01605,03-05-2025,C0132,P0370,Online,Online,1,106.39,0,106.39,58.2,48.19
O01606,18-09-2025,C0740,P0702,S059,In-Store,3,286.8,0.2,688.32,178.57,152.61
O01607,19-07-2025,C0202,P0438,Online,Online,2,270.3,0.05,513.57,193.94,125.69
O01608,17-08-2025,C0345,P0426,S042,In-Store,1,289.27,0.05,274.81,184.02,90.79
O01609,10-06-2025,C0681,P0617,S006,In-Store,1,43.85,0.05,41.66,29.61,12.05
O01610,18-01-2025,C0288,P0360,Online,Online,1,46.47,0.1,41.82,26.3,15.52
O01611,25-01-2025,C0571,P0808,S008,In-Store,1,276.8,0.1,249.12,185.54,63.58
O01612,21-12-2025,C0590,P0668,S009,In-Store,2,153.87,0.1,276.97,89.56,97.85
O01613,19-12-2024,C0017,P0510,Online,Online,2,156.58,0.1,281.84,142.22,-2.6
O01614,25-04-2025,C0358,P0779,S004,In-Store,1,113.02,0,113.02,78.45,34.57
O01615,14-11-2025,C0219,P1165,S008,In-Store,2,111.55,0.2,178.48,73.86,30.76
O01616,29-01-2025,C0794,P0199,Online,Online,2,115.92,0.2,185.47,58.8,67.87
O01617,16-09-2025,C0282,P0390,S022,In-Store,3,178.02,0.1,480.65,92.46,203.27
O01618,06-09-2025,C0396,P0628,S008,In-Store,2,112.51,0.05,213.77,63.59,86.59
O01619,29-11-2024,C0265,P0153,S049,In-Store,2,56.67,0.05,107.67,28.68,50.31
O01620,16-06-2025,C0493,P0110,S023,In-Store,2,280.19,0.05,532.36,170.81,190.74
O01621,28-02-2025,C0570,P1013,Online,Online,2,325.64,0.05,618.72,185.11,248.5
O01622,29-09-2024,C0062,P0907,S005,In-Store,3,221.46,0.2,531.5,177.15,0.05
O01623,21-08-2025,C0604,P0045,S008,In-Store,1,198.66,0.05,188.73,171.01,17.72
O01624,21-03-2025,C0543,P0219,S016,In-Store,1,125.63,0.05,119.35,73.95,45.4
O01625,09-07-2025,C0700,P0015,Online,Online,1,157.98,0.1,142.18,82.15,60.03
O01626,06-04-2025,C0060,P0255,Online,Online,2,21.15,0.1,38.07,17.85,2.37
O01627,06-04-2025,C0415,P1016,S049,In-Store,3,321,0.2,770.4,186.81,209.97
O01628,13-04-2025,C0636,P0631,S023,In-Store,1,30.95,0.2,24.76,17.8,6.96
O01629,12-05-2025,C0797,P0712,S027,In-Store,1,124,0.05,117.8,108.42,9.38
O01630,26-09-2024,C0257,P0982,S008,In-Store,1,83.76,0.1,75.38,51.39,23.99
O01631,06-10-2025,C0002,P0226,Online,Online,2,122.21,0,244.42,86.87,70.68
O01632,20-03-2025,C0396,P1053,Online,Online,2,94.13,0.05,178.85,74.28,30.29
O01633,15-03-2025,C0754,P0844,S006,In-Store,2,106.04,0.2,169.66,72.11,25.44
O01634,05-05-2025,C0781,P0184,S027,In-Store,1,207.61,0,207.61,118.02,89.59
O01635,01-02-2025,C0529,P0199,S042,In-Store,1,115.92,0.1,104.33,58.8,45.53
O01636,08-03-2025,C0151,P0093,Online,Online,2,243.56,0,487.12,140.32,206.48
O01637,10-09-2024,C0721,P0124,S012,In-Store,1,76.7,0,76.7,57.83,18.87
O01638,01-03-2025,C0104,P0504,Online,Online,4,23.22,0.05,88.24,13.96,32.4
O01639,25-04-2025,C0048,P0589,S033,In-Store,2,138.7,0.1,249.66,78.78,92.1
O01640,28-12-2024,C0204,P0820,Online,Online,1,310.73,0.05,295.19,193.38,101.81
O01641,30-11-2025,C0578,P0891,Online,Online,1,183.58,0.1,165.22,115.51,49.71
O01642,10-01-2025,C0720,P0879,S031,In-Store,1,168.21,0,168.21,148.84,19.37
O01643,16-02-2025,C0574,P0011,S042,In-Store,1,144.13,0.05,136.92,109.16,27.76
O01644,15-06-2024,C0160,P0900,S053,In-Store,3,18.92,0.2,45.41,14.57,1.7
O01645,16-04-2025,C0447,P0304,Online,Online,2,138.55,0,277.1,77.54,122.02
O01646,02-05-2024,C0141,P0972,Online,Online,1,113.58,0,113.58,81.65,31.93
O01647,20-10-2024,C0412,P0849,S019,In-Store,3,111.61,0.1,301.35,66.13,102.96
O01648,02-03-2025,C0025,P0138,S003,In-Store,2,87.06,0.2,139.3,50.14,39.02
O01649,26-01-2025,C0682,P0957,Online,Online,2,264.21,0.1,475.58,192.43,90.72
O01650,30-08-2024,C0766,P0537,S034,In-Store,1,101.98,0,101.98,76.7,25.28
O01651,11-04-2024,C0576,P0552,S020,In-Store,2,167.38,0.05,318.02,94.4,129.22
O01652,25-10-2024,C0724,P0134,S011,In-Store,2,249.13,0,498.26,182.16,133.94
O01653,15-06-2025,C0623,P1027,Online,Online,1,110.09,0.1,99.08,65.53,33.55
O01654,17-02-2025,C0612,P1017,S025,In-Store,4,212.78,0.2,680.9,178.39,-32.66
O01655,08-05-2024,C0663,P0133,Online,Online,3,50.24,0.2,120.58,28.1,36.28
O01656,29-08-2025,C0424,P0782,S047,In-Store,1,43.61,0.1,39.25,37.29,1.96
O01657,13-06-2024,C0391,P0203,Online,Online,1,259.84,0.2,207.87,158.79,49.08
O01658,04-03-2025,C0050,P0993,S017,In-Store,2,170.79,0.05,324.5,99.31,125.88
O01659,26-08-2024,C0178,P0660,S013,In-Store,2,161.23,0.1,290.21,128.05,34.11
O01660,05-06-2025,C0116,P0913,S004,In-Store,2,211.23,0.1,380.21,105.93,168.35
O01661,21-04-2024,C0441,P0285,Online,Online,2,86.63,0.2,138.61,74.63,-10.65
O01662,10-10-2025,C0471,P1107,S006,In-Store,2,333.55,0,667.1,181.41,304.28
O01663,14-10-2024,C0162,P0056,S042,In-Store,3,103.48,0.1,279.4,53.97,117.49
O01664,06-07-2024,C0558,P0171,Online,Online,2,268.46,0.2,429.54,140.33,148.88
O01665,11-03-2025,C0114,P0171,S001,In-Store,1,268.46,0.1,241.61,140.33,101.28
O01666,26-06-2025,C0520,P0062,S054,In-Store,3,234.63,0,703.89,138,289.89
O01667,10-03-2025,C0408,P0532,S008,In-Store,3,49.14,0.05,140.05,28.29,55.18
O01668,05-07-2024,C0462,P0729,S047,In-Store,5,183.66,0.05,872.38,92.52,409.78
O01669,05-03-2025,C0450,P1038,S059,In-Store,1,95.34,0,95.34,65.07,30.27
O01670,27-07-2024,C0063,P0052,Online,Online,2,95.71,0,191.42,77.06,37.3
O01671,14-01-2025,C0327,P0969,S053,In-Store,1,171.98,0.05,163.38,90.71,72.67
O01672,03-10-2025,C0389,P1153,Online,Online,2,152.8,0.2,244.48,103.2,38.08
O01673,29-12-2025,C0663,P0172,S032,In-Store,1,89.42,0.2,71.54,62.21,9.33
O01674,01-11-2025,C0604,P0553,S038,In-Store,3,31.56,0.2,75.74,19.59,16.97
O01675,19-04-2025,C0516,P0308,S048,In-Store,1,53.99,0.2,43.19,28.91,14.28
O01676,25-05-2024,C0686,P0977,S003,In-Store,1,17,0.1,15.3,13.56,1.74
O01677,12-07-2024,C0363,P0469,S016,In-Store,1,116.24,0,116.24,63.55,52.69
O01678,25-07-2025,C0433,P0230,S002,In-Store,1,73.43,0.2,58.74,47.04,11.7
O01679,16-09-2025,C0657,P0508,Online,Online,2,35.78,0.1,64.4,21.07,22.26
O01680,30-07-2024,C0707,P1132,S021,In-Store,1,117.68,0.2,94.14,77.83,16.31
O01681,08-04-2025,C0797,P0942,S054,In-Store,2,193.87,0.2,310.19,173.54,-36.89
O01682,20-01-2025,C0655,P0092,S059,In-Store,1,210.05,0.2,168.04,179.14,-11.1
O01683,08-12-2024,C0289,P0770,S015,In-Store,1,221.83,0.1,199.65,110.98,88.67
O01684,29-04-2024,C0439,P0052,Online,Online,3,95.71,0.1,258.42,77.06,27.24
O01685,04-08-2024,C0454,P0023,Online,Online,2,97.03,0.1,174.65,77.91,18.83
O01686,19-05-2025,C0145,P0327,S022,In-Store,1,277.77,0.05,263.88,148.17,115.71
O01687,01-10-2025,C0416,P0563,S008,In-Store,1,45.12,0,45.12,24.87,20.25
O01688,23-04-2025,C0587,P0454,Online,Online,2,57.81,0.2,92.5,39.64,13.22
O01689,12-06-2025,C0513,P0466,S056,In-Store,2,135.41,0.2,216.66,99.14,18.38
O01690,04-11-2024,C0264,P0809,S048,In-Store,1,127.42,0.2,101.94,77.31,24.63
O01691,28-03-2025,C0069,P0870,Online,Online,2,168.73,0,337.46,125.46,86.54
O01692,09-11-2025,C0075,P0439,S007,In-Store,1,79.07,0.05,75.12,49.49,25.63
O01693,26-12-2025,C0773,P0334,Online,In-Store,1,135.83,0.05,129.04,118.75,10.29
O01694,12-10-2025,C0110,P0476,Online,Online,1,52.23,0.2,41.78,43.43,-1.65
O01695,22-09-2024,C0349,P0382,S002,In-Store,2,27.14,0.1,48.85,17.04,14.77
O01696,25-07-2025,C0523,P0193,S049,In-Store,2,62.96,0,125.92,32.26,61.4
O01697,24-02-2025,C0368,P0570,S031,In-Store,1,245.4,0.05,233.13,182.12,51.01
O01698,29-10-2025,C0631,P0199,S041,In-Store,1,115.92,0,115.92,58.8,57.12
O01699,04-01-2025,C0713,P0592,Online,Online,2,57.43,0.2,91.89,32.43,27.03
O01700,24-04-2025,C0064,P0962,S030,In-Store,1,166.96,0,166.96,84.67,82.29
O01701,15-03-2025,C0129,P0529,S036,In-Store,1,135.66,0,135.66,81.19,54.47
O01702,17-06-2025,C0746,P0005,S029,In-Store,1,112.55,0.05,106.92,79.09,27.83
O01703,22-07-2025,C0081,P0906,Online,Online,2,269.33,0,538.66,150.49,237.68
O01704,12-05-2024,C0334,P0378,S040,In-Store,1,99.58,0.2,79.66,76.67,2.99
O01705,21-03-2025,C0559,P0864,Online,In-Store,1,113.48,0.05,107.81,63.42,44.39
O01706,15-09-2025,C0595,P0810,S035,In-Store,4,235.44,0.2,753.41,143.76,178.37
O01707,08-05-2025,C0518,P0780,S044,In-Store,1,253.19,0,253.19,194.67,58.52
O01708,01-02-2025,C0602,P0534,S051,In-Store,1,53.64,0,53.64,29.75,23.89
O01709,20-09-2025,C0628,P0276,S043,In-Store,2,112.54,0.05,213.83,60.94,91.95
O01710,16-07-2025,C0703,P0978,S015,In-Store,1,219.94,0.2,175.95,174.42,1.53
O01711,30-12-2024,C0045,P0719,Online,Online,1,330.88,0.2,264.7,196.36,68.34
O01712,29-01-2025,C0699,P0126,Online,Online,1,201.02,0.2,160.82,149.03,11.79
O01713,22-10-2025,C0321,P0509,S045,In-Store,1,222.66,0.05,211.53,126.99,84.54
O01714,06-02-2025,C0593,P0532,S038,In-Store,3,49.14,0,147.42,28.29,62.55
O01715,24-07-2025,C0007,P0100,Online,Online,2,31.75,0.1,57.15,21.37,14.41
O01716,10-10-2024,C0305,P1086,S016,In-Store,2,80.63,0.05,153.2,69.87,13.46
O01717,03-12-2024,C0385,P0768,S017,In-Store,1,246.33,0.2,197.06,148.04,49.02
O01718,05-02-2025,C0420,P0102,S027,In-Store,1,221.14,0.1,199.03,153.44,45.59
O01719,16-10-2024,C0572,P0636,S055,In-Store,1,168.98,0.1,152.08,119.44,32.64
O01720,06-02-2025,C0453,P0696,S001,In-Store,1,157.7,0.2,126.16,103.59,22.57
O01721,03-02-2025,C0315,P0653,S012,In-Store,2,62.89,0,125.78,48.34,29.1
O01722,04-08-2025,C0248,P0756,Online,Online,2,338.92,0.2,542.27,181.6,179.07
O01723,30-01-2025,C0396,P0267,S011,In-Store,1,349.07,0.2,279.26,193.29,85.97
O01724,21-06-2025,C0296,P0110,Online,Online,1,280.19,0.1,252.17,170.81,81.36
O01725,30-08-2025,C0355,P0468,S000,In-Store,1,146.22,0.2,116.98,97.85,19.13
O01726,01-07-2025,C0191,P0242,Online,Online,2,138.25,0.1,248.85,108.47,31.91
O01727,17-11-2025,C0780,P0925,S056,In-Store,2,65.74,0.2,105.18,48.31,8.56
O01728,08-10-2024,C0485,P0636,S048,In-Store,1,168.98,0.1,152.08,119.44,32.64
O01729,21-09-2024,C0399,P0056,Online,Online,2,103.48,0.05,196.61,53.97,88.67
O01730,28-08-2024,C0102,P0189,S054,In-Store,2,177.09,0.1,318.76,159.18,0.4
O01731,25-02-2025,C0529,P0795,S000,In-Store,1,255.38,0,255.38,133.58,121.8
O01732,23-01-2025,C0602,P1057,S030,In-Store,2,176.53,0.2,282.45,107.05,68.35
O01733,03-02-2025,C0130,P0401,S011,In-Store,4,93.92,0.1,338.11,58.66,103.47
O01734,10-02-2025,C0526,P0027,S017,In-Store,1,236.79,0.2,189.43,189.64,-0.21
O01735,30-04-2025,C0735,P0836,S054,In-Store,2,60.54,0.05,115.03,40.86,33.31
O01736,17-07-2025,C0435,P0155,Online,Online,1,114.52,0,114.52,94.98,19.54
O01737,15-08-2025,C0054,P0417,Online,In-Store,2,56.54,0.2,90.46,43.26,3.94
O01738,11-11-2024,C0440,P0708,S046,In-Store,2,157.48,0.2,251.97,124.12,3.73
O01739,19-11-2024,C0545,P0098,S022,In-Store,2,120.73,0.05,229.39,70.55,88.29
O01740,11-03-2025,C0271,P1052,Online,Online,1,190.93,0.05,181.38,126.53,54.85
O01741,20-06-2025,C0570,P0476,S056,In-Store,2,52.23,0.1,94.01,43.43,7.15
O01742,08-01-2025,C0770,P0549,Online,Online,3,8.95,0.2,21.48,5.29,5.61
O01743,09-09-2025,C0668,P0752,Online,Online,2,273.69,0.2,437.9,150.62,136.66
O01744,09-01-2025,C0149,P0403,S004,In-Store,2,115.91,0,231.82,84.61,62.6
O01745,27-01-2025,C0198,P0315,S028,In-Store,1,193.09,0.1,173.78,165.55,8.23
O01746,07-02-2025,C0629,P1006,S039,In-Store,2,262.46,0,524.92,194.07,136.78
O01747,12-04-2025,C0792,P0815,S015,In-Store,2,186.83,0.1,336.29,105.96,124.37
O01748,01-08-2025,C0694,P0340,S001,In-Store,1,68.28,0.05,64.87,43.82,21.05
O01749,07-07-2024,C0568,P1103,S010,In-Store,2,180.59,0,361.18,158.62,43.94
O01750,05-04-2025,C0362,P0025,S003,In-Store,1,83.7,0,83.7,51.97,31.73
O01751,21-09-2024,C0396,P0505,S016,In-Store,1,231.34,0.1,208.21,186.24,21.97
O01752,05-02-2025,C0199,P0067,S050,In-Store,2,310.89,0.05,590.69,165,260.69
O01753,30-03-2025,C0558,P1030,S017,In-Store,2,115.95,0.05,220.3,100.06,20.18
O01754,13-01-2025,C0235,P0625,Online,Online,1,249.56,0,249.56,178.47,71.09
O01755,21-05-2024,C0732,P0811,S032,In-Store,3,13.23,0.1,35.72,7.09,14.45
O01756,09-07-2024,C0068,P0870,S011,In-Store,2,168.73,0.1,303.71,125.46,52.79
O01757,10-07-2025,C0686,P0736,Online,Online,1,62.18,0.2,49.74,48.13,1.61
O01758,09-07-2024,C0544,P0430,S056,In-Store,1,126.13,0.1,113.52,78.96,34.56
O01759,13-08-2025,C0486,P0445,S050,In-Store,1,35.94,0,35.94,22.48,13.46
O01760,26-11-2025,C0702,P0656,Online,Online,1,192.95,0,192.95,102.59,90.36
O01761,04-08-2024,C0467,P1028,S016,In-Store,2,233.27,0.2,373.23,189.75,-6.27
O01762,15-10-2024,C0581,P1186,S037,In-Store,1,227.61,0.05,216.23,167.3,48.93
O01763,25-01-2025,C0782,P0124,S020,In-Store,1,76.7,0.2,61.36,57.83,3.53
O01764,27-06-2025,C0136,P0981,Online,Online,1,11.42,0.2,9.14,7.38,1.76
O01765,09-08-2024,C0259,P0771,Online,Online,1,155.11,0,155.11,81.54,73.57
