product_id,product_name,category,brand,cost_price,unit_price,margin_pct
P0795,BrandA Especially,Electronics,Brandd,133.58,255.38,0.4769
P0796,BrandA Impact,Personal care,Brandd,77.22,87.96,0.1221
P0797,BrandD Fact,Apparel,Brandd,158.96,229.4,0.3071
P0798,BrandA Establish,Personal care,Brandb,54.63,97.75,0.4411
P0799,BrandA Bed,Home & kitchen,Brandd,55.27,61.07,0.095
P0800,BrandA Customer,Electronics,Branda,78.13,100.39,0.2217
P0801,BrandC Laugh,Personal care,Brandc,25.78,38.24,0.3258
P0802,BrandC Others,Home & kitchen,Brandd,115.11,190.01,0.3942
P0803,BrandD She,Apparel,Brandd,112.66,180.46,0.3757
P0804,BrandB Theory,Home & kitchen,Brandd,54.49,74.98,0.2733
P0805,BrandC Young,Personal care,Brandb,171.72,290.78,0.4095
P0806,BrandB Way,Personal care,Brandb,24.55,38.24,0.358
P0807,BrandC Five,Electronics,Brandb,80.88,135.25,0.402
P0808,BrandA Since,Apparel,Brandd,185.54,276.8,0.3297
P0809,BrandA Baby,Home & kitchen,Brandb,77.31,127.42,0.3933
P0810,BrandD Similar,Personal care,Brandc,143.76,235.44,0.3894
P0811,BrandB Window,Personal care,Brandd,7.09,13.23,0.4641
P0812,BrandC Quite,Apparel,Branda,157.87,246.2,0.3588
P0813,BrandB Democratic,Apparel,Branda,75.15,126.97,0.4081
P0814,BrandB Own,Electronics,Brandc,157.04,222.65,0.2947
P0815,BrandD Trip,Personal care,Brandb,105.96,186.83,0.4329
P0816,BrandA Want,Electronics,Brandc,146.6,235.03,0.3762
P0817,BrandC Hand,Home & kitchen,Brandc,49.13,96.63,0.4916
P0818,BrandD Chair,Personal care,Branda,55.92,82.0,0.318
P0819,BrandA Often,Electronics,Brandc,71.29,85.93,0.1704
P0820,BrandC House,Home & kitchen,Unknown,193.38,310.73,0.3777
P0821,BrandB Mouth,Home & kitchen,Brandd,137.91,262.98,0.4756
P0822,BrandA Defense,Personal care,Branda,55.27,79.83,0.3077
P0823,BrandB Power,Apparel,Brandc,85.42,121.11,0.2947
P0824,BrandA One,Home & kitchen,Brandb,61.02,89.03,0.3146
P0825,BrandC Subject,Electronics,Brandb,97.93,138.88,0.2949
P0826,BrandC Rather,Apparel,Brandb,102.3,130.91,0.2185
P0827,BrandB Argue,Home & kitchen,Brandb,49.7,92.02,0.4599
P0828,BrandC Kitchen,Apparel,Branda,28.38,33.22,0.1457
P0829,BrandD Ability,Electronics,Branda,170.36,244.31,0.3027
P0830,BrandC Technology,Personal care,Brandc,100.71,200.01,0.4965
P0831,BrandC Away,Personal care,Brandb,151.28,183.87,0.1772
P0832,BrandD Number,Personal care,Branda,102.98,149.77,0.3124
P0833,BrandB Guy,Personal care,Branda,141.16,213.73,0.3395
P0834,BrandA Perhaps,Electronics,Brandb,78.99,94.05,0.1601
P0835,BrandC Deep,Home & kitchen,Brandb,111.97,147.06,0.2386
P0836,BrandD Big,Home & kitchen,Brandc,40.86,60.54,0.3251
P0837,BrandD Wear,Home & kitchen,Brandc,171.59,231.93,0.2602
P0838,BrandB Yet,Apparel,Unknown,163.77,286.39,0.4282
P0839,BrandB Strategy,Personal care,Brandd,43.23,78.68,0.4506
P0840,BrandB Social,Personal care,Branda,39.44,61.12,0.3547
P0841,BrandC Of,Personal care,Brandc,53.94,101.01,0.466
P0842,BrandA Group,Personal care,Branda,139.66,161.17,0.1335
P0843,BrandC Seat,Personal care,Branda,92.72,129.92,0.2863
P0844,BrandC Player,Home & kitchen,Brandc,72.11,106.04,0.32
P0845,BrandC Should,Apparel,Brandb,195.98,265.78,0.2626
P0846,BrandC Own,Personal care,Brandd,178.48,257.54,0.307
P0847,BrandC No,Personal care,Brandb,174.31,292.23,0.4035
P0848,BrandC Process,Personal care,Brandd,170.54,198.54,0.141
P0849,BrandB Nice,Home & kitchen,Unknown,66.13,111.61,0.4075
P0850,BrandC Along,Personal care,Brandc,178.1,321.09,0.4453
P0851,BrandC Away,Personal care,Brandd,37.63,70.32,0.4649
P0852,BrandB Stay,Apparel,Brandc,188.39,326.03,0.4222
P0853,BrandA Since,Apparel,Brandb,82.42,97.75,0.1568
P0854,BrandD Role,Electronics,Branda,155.33,244.11,0.3637
P0855,BrandA Miss,Electronics,Unknown,125.53,147.61,0.1496
P0856,BrandD Occur,Home & kitchen,Brandb,53.24,72.18,0.2624
P0857,BrandB Soon,Apparel,Brandb,10.57,17.94,0.4108
P0858,BrandC East,Personal care,Brandd,195.12,309.56,0.3697
P0859,BrandC Home,Personal care,Brandb,194.06,335.31,0.4213
P0860,BrandB Shake,Personal care,Brandd,107.07,179.4,0.4032
P0861,BrandC Buy,Home & kitchen,Brandd,110.24,201.1,0.4518
P0862,BrandD Reveal,Home & kitchen,Brandc,85.38,105.88,0.1936
P0863,BrandA Although,Electronics,Brandb,72.06,109.7,0.3431
P0864,BrandA Charge,Personal care,Brandd,63.42,113.48,0.4411
P0865,BrandC On,Apparel,Unknown,111.9,142.08,0.2124
P0866,BrandD Use,Personal care,Brandb,36.84,64.96,0.4329
P0867,BrandD Seem,Personal care,Brandb,56.28,83.3,0.3244
P0868,BrandB Need,Home & kitchen,Brandc,131.45,207.53,0.3666
P0869,BrandC Onto,Personal care,Brandb,171.43,216.72,0.209
P0870,BrandC Accept,Electronics,Brandd,125.46,168.73,0.2564
P0871,BrandD Sort,Apparel,Brandc,8.78,10.05,0.1264
P0872,BrandA Range,Apparel,Branda,60.01,72.76,0.1752
P0873,BrandD Begin,Electronics,Brandb,22.59,25.15,0.1018
P0874,BrandB Stop,Home & kitchen,Brandd,65.76,119.65,0.4504
P0875,BrandC Worry,Personal care,Branda,69.4,129.03,0.4621
P0876,BrandB Budget,Electronics,Brandc,156.25,181.91,0.1411
P0877,BrandD Both,Apparel,Brandb,179.66,238.06,0.2453
P0878,BrandD Bed,Electronics,Branda,195.05,340.01,0.4263
P0879,BrandD Son,Personal care,Brandb,148.84,168.21,0.1152
P0880,BrandD Tv,Electronics,Brandb,97.2,166.53,0.4163
P0881,BrandC Who,Home & kitchen,Brandb,127.69,145.31,0.1213
P0882,BrandA Worry,Home & kitchen,Brandd,129.51,165.62,0.218
P0883,BrandA Peace,Apparel,Branda,51.01,76.04,0.3292
P0884,BrandA Management,Apparel,Brandc,119.02,173.32,0.3133
P0885,BrandB We,Electronics,Branda,118.31,203.69,0.4192
P0886,BrandB Her,Home & kitchen,Branda,53.5,82.92,0.3548
P0887,BrandC Determine,Electronics,Branda,74.33,92.06,0.1926
P0888,BrandA One,Apparel,Brandd,50.37,99.91,0.4958
P0889,BrandC Executive,Personal care,Brandb,9.16,13.19,0.3055
P0890,BrandB In,Home & kitchen,Branda,99.63,148.82,0.3305
P0891,BrandC Between,Personal care,Brandb,115.51,183.58,0.3708
P0892,BrandC Effort,Personal care,Brandc,174.19,285.46,0.3898
P0893,BrandB Believe,Electronics,Unknown,92.63,170.21,0.4558
P0894,BrandC End,Personal care,Branda,156.3,243.1,0.3571
P0895,BrandB Mouth,Electronics,Brandc,156.32,205.55,0.2395
P0896,BrandA Matter,Personal care,Brandb,107.19,165.91,0.3539
P0897,BrandB History,Home & kitchen,Brandc,84.91,118.01,0.2805
P0898,BrandA Mention,Electronics,Branda,167.86,204.25,0.1782
P0899,BrandA Sure,Apparel,Branda,99.65,118.47,0.1589
P0900,BrandD Material,Personal care,Brandc,14.57,18.92,0.2299
P0901,BrandA Program,Electronics,Brandb,132.87,257.18,0.4834
P0902,BrandA Language,Personal care,Branda,75.38,133.36,0.4348
P0903,BrandD Degree,Home & kitchen,Branda,165.61,221.79,0.2533
P0904,BrandA Represent,Electronics,Brandc,20.2,26.15,0.2275
P0905,BrandA Movement,Electronics,Brandb,108.67,138.07,0.2129
P0906,BrandB Prevent,Apparel,Brandd,150.49,269.33,0.4412
P0907,BrandC Into,Personal care,Brandd,177.15,221.46,0.2001
P0908,BrandB Everybody,Personal care,Brandc,133.22,210.56,0.3673
P0909,BrandD Lawyer,Home & kitchen,Brandc,112.27,224.22,0.4993
P0910,BrandC Police,Personal care,Brandd,166.1,231.06,0.2811
P0911,BrandB Type,Apparel,Brandd,154.31,298.36,0.4828
P0912,BrandC Name,Home & kitchen,Brandd,92.26,134.46,0.3138
P0913,BrandA Group,Home & kitchen,Branda,105.93,211.23,0.4985
P0914,BrandC Skin,Electronics,Brandc,196.96,254.74,0.2268
P0915,BrandC Machine,Electronics,Brandc,184.23,287.43,0.359
P0916,BrandB Answer,Electronics,Branda,94.77,117.56,0.1939
P0917,BrandC Ago,Home & kitchen,Brandb,50.43,92.29,0.4536
P0918,BrandA Decision,Personal care,Brandb,148.18,259.5,0.429
P0919,BrandD Inside,Apparel,Brandd,166.01,285.64,0.4188
P0920,BrandA Player,Home & kitchen,Branda,147.5,238.75,0.3822
P0921,BrandA Help,Electronics,Brandc,72.85,133.71,0.4552
P0922,BrandD Himself,Electronics,Brandb,150.8,281.17,0.4637
P0923,BrandA A,Personal care,Branda,64.43,73.26,0.1205
P0924,BrandB Measure,Home & kitchen,Brandb,34.87,59.5,0.4139
P0925,BrandD Couple,Personal care,Branda,48.31,65.74,0.2651
P0926,BrandD Skill,Apparel,Brandb,70.55,107.82,0.3457
P0927,BrandA Past,Personal care,Brandc,21.59,33.5,0.3555
P0928,BrandB Present,Apparel,Brandd,114.06,175.55,0.3503
P0929,BrandB Information,Apparel,Brandb,18.97,34.13,0.4442
P0930,BrandC Other,Electronics,Branda,135.99,201.43,0.3249
P0931,BrandC Hot,Apparel,Brandc,72.18,121.97,0.4082
P0932,BrandC Apply,Apparel,Brandc,125.16,249.21,0.4978
P0933,BrandD Old,Apparel,Brandd,13.75,25.25,0.4554
P0934,BrandB Personal,Home & kitchen,Brandb,152.76,285.28,0.4645
P0935,BrandA My,Electronics,Brandb,190.04,367.55,0.483
P0936,BrandC Baby,Electronics,Brandc,140.29,168.37,0.1668
P0937,BrandD Catch,Personal care,Branda,69.72,123.13,0.4338
P0938,BrandB Worry,Apparel,Brandc,112.02,186.04,0.3979
P0939,BrandB Listen,Electronics,Brandd,118.69,201.44,0.4108
P0940,BrandA Past,Home & kitchen,Brandb,16.72,21.41,0.2191
P0941,BrandC Cut,Electronics,Brandd,132.68,146.94,0.097
P0942,BrandD Similar,Home & kitchen,Brandc,173.54,193.87,0.1049
P0943,BrandD Because,Apparel,Brandd,104.17,181.12,0.4249
P0944,BrandC Development,Personal care,Branda,41.35,64.12,0.3551
P0945,BrandD Far,Electronics,Branda,53.24,83.93,0.3657
P0946,BrandC Often,Personal care,Brandd,150.16,167.66,0.1044
P0947,BrandC International,Home & kitchen,Brandc,51.06,101.12,0.4951
P0948,BrandC Sister,Electronics,Brandc,176.34,335.29,0.4741
P0949,BrandA Fall,Home & kitchen,Brandb,34.58,65.96,0.4757
P0950,BrandB Also,Electronics,Unknown,106.54,182.2,0.4153
P0951,BrandB Space,Personal care,Brandb,116.72,173.19,0.3261
P0952,BrandC Her,Home & kitchen,Brandd,110.74,142.42,0.2224
P0953,BrandB Tax,Apparel,Brandb,65.25,113.18,0.4235
P0954,BrandB Hotel,Personal care,Brandb,132.97,213.86,0.3782
P0955,BrandB Power,Home & kitchen,Branda,113.68,222.1,0.4882
P0956,BrandA Beat,Apparel,Brandc,168.71,207.68,0.1876
P0957,BrandA Sense,Home & kitchen,Brandd,192.43,264.21,0.2717
P0958,BrandC It,Apparel,Brandb,25.82,32.7,0.2104
P0959,BrandC Figure,Apparel,Brandb,50.03,56.21,0.1099
P0960,BrandA Whatever,Personal care,Brandb,102.95,169.27,0.3918
P0961,BrandC Research,Apparel,Brandd,100.83,123.39,0.1828
P0962,BrandB Image,Apparel,Branda,84.67,166.96,0.4929
P0963,BrandC Ability,Personal care,Brandb,149.76,297.94,0.4973
P0964,BrandB Board,Electronics,Brandb,185.79,369.18,0.4967
P0965,BrandD Produce,Home & kitchen,Brandd,178.08,264.41,0.3265
P0966,BrandA Nature,Personal care,Brandc,81.86,159.24,0.4859
P0967,BrandA It,Electronics,Brandd,94.1,177.85,0.4709
P0968,BrandB Long,Personal care,Branda,113.75,177.96,0.3608
P0969,BrandA Team,Apparel,Brandc,90.71,171.98,0.4726
P0970,BrandC Woman,Personal care,Brandb,87.38,144.34,0.3946
P0971,BrandA Enjoy,Apparel,Brandd,166.83,251.33,0.3362
P0972,BrandA Only,Apparel,Brandb,81.65,113.58,0.2811
P0973,BrandA Water,Apparel,Brandd,120.11,209.16,0.4258
P0974,BrandB Or,Personal care,Unknown,53.77,92.62,0.4195
P0975,BrandB Mission,Electronics,Branda,27.26,41.01,0.3353
P0976,BrandC Face,Electronics,Brandd,146.74,290.2,0.4943
P0977,BrandB Sometimes,Personal care,Brandd,13.56,17.0,0.2024
P0978,BrandC Ability,Apparel,Brandb,174.42,219.94,0.207
P0979,BrandA Order,Personal care,Brandc,65.36,117.11,0.4419
P0980,BrandD Set,Home & kitchen,Brandb,27.92,34.02,0.1793
P0981,BrandB Four,Electronics,Brandc,7.38,11.42,0.3538
P0982,BrandD Visit,Electronics,Brandd,51.39,83.76,0.3865
P0983,BrandD Garden,Personal care,Brandd,91.17,149.62,0.3907
P0984,BrandA Cover,Apparel,Brandc,125.85,201.59,0.3757
P0985,BrandB Play,Electronics,Brandb,33.91,57.24,0.4076
P0986,BrandA Film,Apparel,Branda,135.06,250.43,0.4607
P0987,BrandC Author,Home & kitchen,Branda,14.56,21.48,0.3222
P0988,BrandB Walk,Apparel,Unknown,124.16,213.85,0.4194
P0989,BrandB Eat,Personal care,Brandc,186.64,220.95,0.1553
P0990,BrandC Apply,Home & kitchen,Brandc,180.02,330.92,0.456
P0991,BrandD Stand,Electronics,Brandc,96.81,117.12,0.1734
P0992,BrandC Pressure,Home & kitchen,Brandd,107.31,185.24,0.4207
P0993,BrandA Morning,Electronics,Branda,99.31,170.79,0.4185
P0994,BrandC Bag,Personal care,Brandc,55.63,89.99,0.3818
P0995,BrandC Base,Apparel,Brandd,106.34,177.45,0.4007
P0996,BrandD Care,Apparel,Brandb,143.17,283.67,0.4953
P0997,BrandA Dream,Electronics,Branda,95.65,173.8,0.4497
P0998,BrandB Stuff,Personal care,Brandd,13.87,19.62,0.2931
P0999,BrandB Public,Electronics,Brandb,139.55,185.46,0.2475
P1000,BrandA Bed,Home & kitchen,Brandc,103.8,144.44,0.2814
P1001,BrandA Present,Electronics,Unknown,71.57,125.39,0.4292
P1002,BrandA Lot,Apparel,Brandb,69.45,97.52,0.2878
P1003,BrandD Floor,Personal care,Branda,130.9,200.71,0.3478
P1004,BrandD Bill,Home & kitchen,Brandd,157.88,232.49,0.3209
P1005,BrandA Arm,Home & kitchen,Brandc,113.26,126.49,0.1046
P1006,BrandC Role,Home & kitchen,Branda,194.07,262.46,0.2606
P1007,BrandA Few,Home & kitchen,Brandd,127.17,236.3,0.4618
P1008,BrandD Smile,Apparel,Branda,173.6,308.38,0.4371
P1009,BrandC Then,Electronics,Brandc,85.7,132.61,0.3537
P1010,BrandB Future,Home & kitchen,Brandd,166.74,228.83,0.2713
P1011,BrandC Receive,Apparel,Branda,77.97,88.39,0.1179
P1012,BrandB Up,Electronics,Brandd,103.67,188.59,0.4503
P1013,BrandB Wide,Apparel,Brandc,185.11,325.64,0.4316
P1014,BrandC Still,Home & kitchen,Brandb,155.05,184.27,0.1586
P1015,BrandB Southern,Apparel,Branda,94.58,164.79,0.4261
P1016,BrandA Watch,Electronics,Brandc,186.81,321.0,0.418
P1017,BrandA Election,Home & kitchen,Brandd,178.39,212.78,0.1616
P1018,BrandC Participant,Electronics,Brandc,129.58,167.01,0.2241
P1019,BrandB Try,Apparel,Brandc,58.95,81.78,0.2792
P1020,BrandD Oil,Electronics,Brandc,34.12,45.93,0.2571
P1021,BrandA See,Electronics,Brandb,110.79,176.65,0.3728
P1022,BrandC Much,Apparel,Brandc,116.95,146.67,0.2026
P1023,BrandC Magazine,Home & kitchen,Brandd,14.89,16.77,0.1121
P1024,BrandA None,Electronics,Brandd,15.49,22.98,0.3259
P1025,BrandB Recent,Personal care,Brandc,65.93,121.03,0.4553
P1026,BrandA Network,Personal care,Brandb,23.12,42.13,0.4512
P1027,BrandD Source,Electronics,Brandd,65.53,110.09,0.4048
P1028,BrandD Tree,Personal care,Brandb,189.75,233.27,0.1866
P1029,BrandC Energy,Home & kitchen,Brandd,40.75,78.47,0.4807
P1030,BrandC Important,Home & kitchen,Brandd,100.06,115.95,0.137
P1031,BrandA Seek,Home & kitchen,Brandd,94.94,119.03,0.2024
P1032,BrandC Travel,Apparel,Branda,84.11,146.59,0.4262
P1033,BrandA Life,Home & kitchen,Branda,159.52,251.96,0.3669
P1034,BrandD Left,Personal care,Brandb,126.07,200.85,0.3723
P1035,BrandD Several,Personal care,Branda,71.44,130.92,0.4543
P1036,BrandD Knowledge,Personal care,Brandc,111.18,145.93,0.2381
P1037,BrandA Try,Personal care,Branda,120.47,182.71,0.3406
P1038,BrandA Store,Personal care,Brandb,65.07,95.34,0.3175
P1039,BrandA Owner,Personal care,Brandc,101.39,171.77,0.4097
P1040,BrandA Series,Apparel,Brandb,178.02,340.54,0.4772
P1041,BrandA Gas,Apparel,Brandb,93.33,127.15,0.266
P1042,BrandD Economic,Apparel,Brandb,137.9,190.98,0.2779
P1043,BrandC Apply,Personal care,Brandc,198.11,321.82,0.3844
P1044,BrandD Relationship,Apparel,Brandc,17.17,32.81,0.4767
P1045,BrandA Best,Electronics,Brandc,26.39,35.73,0.2614
P1046,BrandA Back,Apparel,Brandd,141.93,206.49,0.3127
P1047,BrandC Mission,Personal care,Brandd,79.41,126.31,0.3713
P1048,BrandB Almost,Personal care,Brandb,41.7,60.3,0.3085
P1049,BrandC Practice,Personal care,Brandb,61.25,115.48,0.4696
P1050,BrandB Director,Apparel,Branda,18.99,21.16,0.1026
P1051,BrandD Between,Personal care,Brandb,21.51,36.09,0.404
P1052,BrandD Goal,Personal care,Brandd,126.53,190.93,0.3373
P1053,BrandD Environment,Personal care,Brandd,74.28,94.13,0.2109
P1054,BrandA Box,Personal care,Brandb,143.87,193.12,0.255
P1055,BrandC Red,Electronics,Branda,115.79,200.83,0.4234
P1056,BrandA Consumer,Personal care,Branda,32.71,57.51,0.4312
P1057,BrandC Particularly,Personal care,Branda,107.05,176.53,0.3936
P1058,BrandB Letter,Personal care,Branda,138.39,219.39,0.3692
P1059,BrandC My,Electronics,Brandc,109.33,121.32,0.0988
P1060,BrandD Force,Personal care,Brandc,87.1,171.11,0.491
P1061,BrandC Rate,Home & kitchen,Brandb,11.89,22.95,0.4819
P1062,BrandC New,Home & kitchen,Branda,127.71,206.93,0.3828
P1063,BrandA Game,Home & kitchen,Branda,60.93,71.55,0.1484
P1064,BrandA After,Home & kitchen,Brandc,30.85,41.74,0.2609
P1065,BrandC Seem,Electronics,Unknown,122.75,235.57,0.4789
P1066,BrandB Human,Personal care,Brandc,162.53,217.0,0.251
P1067,BrandB Move,Personal care,Brandb,160.88,301.78,0.4669
P1068,BrandC Throughout,Electronics,Brandb,121.13,222.82,0.4564
P1069,BrandD And,Personal care,Brandd,51.4,76.9,0.3316
P1070,BrandB Gas,Apparel,Brandc,15.59,20.86,0.2526
P1071,BrandA Across,Electronics,Brandb,95.48,145.95,0.3458
P1072,BrandD Pay,Apparel,Brandd,138.28,200.65,0.3108
P1073,BrandC Not,Apparel,Brandd,7.31,14.14,0.483
P1074,BrandD Contain,Personal care,Brandc,192.54,330.13,0.4168
P1075,BrandA Those,Electronics,Brandc,191.46,285.01,0.3282
P1076,BrandC Enjoy,Home & kitchen,Brandc,57.08,67.84,0.1586
P1077,BrandD Affect,Personal care,Brandb,148.19,241.53,0.3865
P1078,BrandB Recognize,Home & kitchen,Brandb,66.09,73.33,0.0987
P1079,BrandA New,Electronics,Branda,85.19,133.98,0.3642
P1080,BrandD American,Home & kitchen,Brandb,146.42,194.26,0.2463
P1081,BrandA Compare,Electronics,Branda,16.09,26.3,0.3882
P1082,BrandB Financial,Electronics,Branda,21.85,35.93,0.3919
P1083,BrandD Part,Apparel,Branda,140.65,186.78,0.247
P1084,BrandD Man,Electronics,Brandd,184.93,249.42,0.2586
P1085,BrandD Media,Home & kitchen,Brandc,36.58,42.67,0.1427
P1086,BrandA Language,Personal care,Brandd,69.87,80.63,0.1334
P1087,BrandC Drive,Apparel,Brandd,18.53,36.72,0.4954
P1088,BrandB Back,Personal care,Brandb,130.87,156.73,0.165
P1089,BrandD Song,Apparel,Branda,182.96,319.06,0.4266
P1090,BrandA This,Electronics,Branda,18.73,32.87,0.4302
P1091,BrandD Not,Electronics,Brandd,34.03,57.04,0.4034
P1092,BrandA Himself,Personal care,Brandc,34.56,48.28,0.2842
P1093,BrandD Hand,Electronics,Brandd,98.24,143.78,0.3167
P1094,BrandA Vote,Apparel,Branda,79.96,137.56,0.4187
P1095,BrandD Concern,Electronics,Brandc,70.02,96.11,0.2715
P1096,BrandA Here,Electronics,Brandc,109.25,214.66,0.4911
P1097,BrandA Executive,Personal care,Brandc,131.32,165.33,0.2057
P1098,BrandA Support,Personal care,Brandb,63.28,91.83,0.3109
P1099,BrandA When,Home & kitchen,Brandd,21.55,35.98,0.4011
P1100,BrandB Standard,Apparel,Branda,42.65,74.54,0.4278
P1101,BrandB Term,Personal care,Brandd,17.28,27.41,0.3696
P1102,BrandC Up,Personal care,Brandd,193.48,215.69,0.103
P1103,BrandC Major,Electronics,Brandc,158.62,180.59,0.1217
P1104,BrandA Reason,Apparel,Brandd,188.32,354.64,0.469
P1105,BrandB Important,Apparel,Branda,12.19,14.96,0.1852
P1106,BrandA Interest,Personal care,Branda,52.32,88.1,0.4061
P1107,BrandA Too,Apparel,Branda,181.41,333.55,0.4561
P1108,BrandA Send,Personal care,Unknown,167.89,194.34,0.1361
P1109,BrandA Detail,Electronics,Brandd,121.02,200.18,0.3954
P1110,BrandA Trip,Apparel,Brandd,70.78,131.11,0.4601
P1111,BrandD Magazine,Home & kitchen,Branda,195.29,316.05,0.3821
P1112,BrandB Outside,Home & kitchen,Brandb,154.02,251.63,0.3879
P1113,BrandC Usually,Electronics,Branda,58.41,104.07,0.4387
P1114,BrandB Strong,Home & kitchen,Brandb,90.54,175.02,0.4827
P1115,BrandA Become,Apparel,Unknown,159.26,265.8,0.4008
P1116,BrandD Hard,Apparel,Branda,176.53,207.01,0.1472
P1117,BrandA Until,Apparel,Branda,142.81,233.4,0.3881
P1118,BrandC Total,Personal care,Brandd,140.01,179.99,0.2221
P1119,BrandC Street,Personal care,Brandd,51.65,64.93,0.2045
P1120,BrandA City,Apparel,Unknown,124.35,146.64,0.152
P1121,BrandC Wife,Home & kitchen,Brandd,5.89,7.73,0.238
P1122,BrandA Push,Electronics,Brandc,173.23,344.4,0.497
P1123,BrandB Choice,Personal care,Brandb,58.9,75.06,0.2153
P1124,BrandB Road,Personal care,Brandd,39.38,67.07,0.4129
P1125,BrandA Box,Electronics,Brandc,60.59,90.35,0.3294
P1126,BrandC Paper,Personal care,Branda,25.36,29.09,0.1282
P1127,BrandB Daughter,Apparel,Branda,99.59,119.95,0.1697
P1128,BrandB Simply,Personal care,Brandc,86.72,153.7,0.4358
P1129,BrandC They,Apparel,Branda,68.6,81.51,0.1584
P1130,BrandD Experience,Apparel,Brandd,178.82,208.54,0.1425
P1131,BrandD Represent,Electronics,Brandd,33.26,64.36,0.4832
P1132,BrandD Open,Apparel,Brandd,77.83,117.68,0.3386
P1133,BrandB Care,Home & kitchen,Brandc,44.43,53.96,0.1766
P1134,BrandA Goal,Home & kitchen,Brandb,26.67,40.51,0.3416
P1135,BrandD Call,Apparel,Unknown,47.87,65.37,0.2677
P1136,BrandB Parent,Apparel,Brandb,21.86,40.91,0.4657
P1137,BrandD Region,Apparel,Brandd,168.21,227.29,0.2599
P1138,BrandD Any,Apparel,Brandb,68.82,111.59,0.3833
P1139,BrandB Condition,Electronics,Brandd,196.14,222.83,0.1198
P1140,BrandD Research,Electronics,Brandd,108.57,166.26,0.347
P1141,BrandA Cut,Personal care,Brandd,51.9,83.18,0.3761
P1142,BrandA Language,Personal care,Brandb,30.88,42.19,0.2681
P1143,BrandA Black,Electronics,Brandd,135.46,168.73,0.1972
P1144,BrandD Enough,Electronics,Brandd,95.43,116.88,0.1835
P1145,BrandD Likely,Apparel,Brandc,127.23,220.55,0.4231
P1146,BrandA Road,Electronics,Brandd,179.22,250.84,0.2855
P1147,BrandA Stop,Home & kitchen,Brandd,151.81,262.37,0.4214
P1148,BrandB Low,Electronics,Brandc,148.47,170.64,0.1299
P1149,BrandC Let,Electronics,Branda,79.68,121.02,0.3416
P1150,BrandA Stand,Home & kitchen,Brandc,39.18,62.8,0.3761
P1151,BrandA Radio,Apparel,Brandb,196.34,258.14,0.2394
P1152,BrandA Several,Personal care,Brandb,151.87,271.06,0.4397
P1153,BrandC Air,Home & kitchen,Brandc,103.2,152.8,0.3246
P1154,BrandA Song,Electronics,Brandc,72.32,111.2,0.3496
P1155,BrandA My,Personal care,Brandc,93.14,133.31,0.3013
P1156,BrandA Probably,Apparel,Brandd,22.03,31.98,0.3111
P1157,BrandB Than,Home & kitchen,Branda,26.33,35.5,0.2583
P1158,BrandB Yet,Personal care,Brandb,175.62,275.48,0.3625
P1159,BrandA Open,Home & kitchen,Brandd,194.07,308.05,0.37
P1160,BrandB Yes,Personal care,Brandc,86.93,153.34,0.4331
P1161,BrandA Cost,Home & kitchen,Brandb,17.28,32.57,0.4695
P1162,BrandB Put,Home & kitchen,Brandd,117.85,199.19,0.4084
P1163,BrandC Sport,Personal care,Brandd,94.31,151.89,0.3791
P1164,BrandC Already,Apparel,Brandc,49.22,70.62,0.303
P1165,BrandC Surface,Electronics,Brandb,73.86,111.55,0.3379
P1166,BrandB Not,Apparel,Brandc,40.54,50.99,0.2049
P1167,BrandB Least,Apparel,Brandb,27.8,55.44,0.4986
P1168,BrandB Series,Personal care,Brandc,77.09,99.03,0.2215
P1169,BrandA Phone,Home & kitchen,Brandc,33.85,50.9,0.335
P1170,BrandB Science,Home & kitchen,Branda,184.48,270.1,0.317
P1171,BrandD Tax,Apparel,Brandd,185.92,230.62,0.1938
P1172,BrandC Break,Home & kitchen,Unknown,179.72,354.52,0.4931
P1173,BrandB Each,Personal care,Brandc,139.38,245.1,0.4313
P1174,BrandA Road,Apparel,Branda,65.08,95.11,0.3157
P1175,BrandB Him,Personal care,Brandc,23.03,26.47,0.13
P1176,BrandB Young,Apparel,Brandc,43.16,50.72,0.1491
P1177,BrandD Together,Electronics,Brandd,42.92,59.49,0.2785
P1178,BrandA Record,Home & kitchen,Unknown,33.85,63.25,0.4648
P1179,BrandC Movement,Personal care,Brandc,7.38,10.41,0.2911
P1180,BrandC Agency,Personal care,Branda,47.06,89.37,0.4734
P1181,BrandD Certain,Personal care,Brandc,36.94,64.84,0.4303
P1182,BrandD Measure,Personal care,Brandb,167.92,275.08,0.3896
P1183,BrandB Analysis,Apparel,Brandc,97.55,183.47,0.4683
P1184,BrandC Pressure,Electronics,Brandd,22.25,32.67,0.3189
P1185,BrandC Hold,Personal care,Brandb,113.38,197.19,0.425
P1186,BrandB Activity,Apparel,Brandb,167.3,227.61,0.265
P1187,BrandD From,Electronics,Brandc,167.74,230.39,0.2719
P1188,BrandD Before,Apparel,Branda,159.29,197.3,0.1927
P1189,BrandC Cost,Personal care,Branda,132.49,252.18,0.4746
P1190,BrandD No,Apparel,Brandd,181.82,305.51,0.4049
P1191,BrandA Ability,Electronics,Brandc,101.14,199.61,0.4933
P1192,BrandC Tend,Personal care,Brandd,174.33,290.29,0.3995
P1193,BrandD Tax,Electronics,Brandc,104.94,169.77,0.3819
P1194,BrandC Something,Apparel,Branda,33.5,50.75,0.3399
